86762	4495	said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers	2
86763	4495	for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers	2
86764	4495	a studio-produced film that never bothers to hand viewers a suitcase full of easy answers	2
86765	4495	a studio-produced film	2
86766	4495	studio-produced film	2
86767	4495	studio-produced	2
86768	4495	that never bothers to hand viewers a suitcase full of easy answers	2
86769	4495	never bothers to hand viewers a suitcase full of easy answers	2
86770	4495	bothers to hand viewers a suitcase full of easy answers	2
86771	4495	bothers	2
86772	4495	to hand viewers a suitcase full of easy answers	2
86773	4495	hand viewers a suitcase full of easy answers	1
86774	4495	hand viewers	2
86775	4495	a suitcase full of easy answers	2
86776	4495	a suitcase	2
86777	4495	suitcase	2
86778	4495	full of easy answers	2
86779	4495	of easy answers	2
86780	4495	easy answers	2
86781	4496	All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .	1
86782	4496	All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938	1
86783	4496	All too familiar ...	1
86784	4496	basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938	1
86785	4496	basically the sort of cautionary tale	2
86786	4496	basically the sort	2
86787	4496	of cautionary tale	2
86788	4496	that was old when ` Angels With Dirty Faces ' appeared in 1938	1
86789	4496	was old when ` Angels With Dirty Faces ' appeared in 1938	2
86790	4496	was old	2
86791	4496	when ` Angels With Dirty Faces ' appeared in 1938	2
86792	4496	` Angels With Dirty Faces ' appeared in 1938	2
86793	4496	Angels With Dirty Faces ' appeared in 1938	2
86794	4496	Angels With Dirty Faces	2
86795	4496	With Dirty Faces	2
86796	4496	Dirty Faces	3
86797	4496	' appeared in 1938	3
86798	4496	appeared in 1938	3
86799	4496	in 1938	2
86800	4496	1938	2
86801	4497	A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .	4
86802	4497	A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable	4
86803	4497	of a romantic crime comedy that turns out to be clever , amusing and unpredictable	4
86804	4497	a romantic crime comedy that turns out to be clever , amusing and unpredictable	3
86805	4497	a romantic crime comedy	3
86806	4497	romantic crime comedy	3
86807	4497	that turns out to be clever , amusing and unpredictable	4
86808	4497	turns out to be clever , amusing and unpredictable	3
86809	4497	to be clever , amusing and unpredictable	4
86810	4497	be clever , amusing and unpredictable	3
86811	4497	clever , amusing and unpredictable	3
86812	4497	, amusing and unpredictable	3
86813	4497	amusing and unpredictable	4
86814	4497	amusing and	4
86815	4498	Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .	1
86816	4498	is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .	3
86817	4498	is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride	1
86818	4498	a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride	2
86819	4498	a cinematic car wreck ,	0
86820	4498	a cinematic car wreck	2
86821	4498	cinematic car wreck	1
86822	4498	car wreck	1
86823	4498	wreck	1
86824	4498	a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride	2
86825	4498	a catastrophic collision of tastelessness and gall	0
86826	4498	a catastrophic collision	1
86827	4498	catastrophic collision	1
86828	4498	catastrophic	2
86829	4498	of tastelessness and gall	1
86830	4498	tastelessness and gall	1
86831	4498	tastelessness and	0
86832	4498	gall	2
86833	4498	that nevertheless will leave fans clamoring for another ride	4
86834	4498	nevertheless will leave fans clamoring for another ride	3
86835	4498	will leave fans clamoring for another ride	3
86836	4498	leave fans clamoring for another ride	3
86837	4498	fans clamoring for another ride	3
86838	4498	clamoring for another ride	3
86839	4498	clamoring	2
86840	4498	for another ride	2
86841	4498	another ride	2
86842	4499	Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .	1
86843	4499	Even Murphy 's expert comic timing and famed charisma	2
86844	4499	Even Murphy 's expert comic timing and	3
86845	4499	Even Murphy 's expert comic timing	2
86846	4499	Murphy 's expert comic timing	3
86847	4499	Murphy 's	2
86848	4499	expert comic timing	4
86849	4499	famed charisma	3
86850	4499	famed	3
86851	4499	ca n't rescue this effort .	1
86852	4499	ca n't rescue this effort	1
86853	4499	rescue this effort	2
86854	4499	this effort	2
86855	4500	It 's incredible the number of stories the Holocaust has generated .	3
86856	4500	's incredible the number of stories the Holocaust has generated .	2
86857	4500	's incredible the number of stories the Holocaust has generated	3
86858	4500	's incredible the number of stories	3
86859	4500	incredible the number of stories	2
86860	4500	the number of stories	2
86861	4500	of stories	2
86862	4500	the Holocaust has generated	2
86863	4500	the Holocaust	1
86864	4500	has generated	2
86865	4501	This is an interesting movie ! ''	4
86866	4501	is an interesting movie ! ''	3
86867	4501	is an interesting movie !	4
86868	4501	is an interesting movie	3
86869	4501	an interesting movie	3
86870	4501	interesting movie	4
86871	4502	The dialogue is cumbersome , the simpering soundtrack and editing more so .	1
86872	4502	The dialogue is cumbersome , the simpering soundtrack and editing more so	0
86873	4502	The dialogue is cumbersome ,	1
86874	4502	The dialogue is cumbersome	1
86875	4502	is cumbersome	1
86876	4502	cumbersome	1
86877	4502	the simpering soundtrack and editing more so	1
86878	4502	the simpering soundtrack and editing	1
86879	4502	the simpering soundtrack and	2
86880	4502	the simpering soundtrack	1
86881	4502	simpering soundtrack	1
86882	4502	simpering	2
86883	4502	more so	2
86884	4503	Yo , it 's The Days Of Our Lives meets Electric Boogaloo .	2
86885	4503	Yo , it 's The Days Of Our Lives	2
86886	4503	Yo	2
86887	4503	, it 's The Days Of Our Lives	2
86888	4503	it 's The Days Of Our Lives	2
86889	4503	's The Days Of Our Lives	2
86890	4503	The Days Of Our Lives	2
86891	4503	Of Our Lives	2
86892	4503	meets Electric Boogaloo .	2
86893	4503	meets Electric Boogaloo	2
86894	4503	Electric Boogaloo	2
86895	4503	Electric	4
86896	4503	Boogaloo	2
86897	4504	The movie is genial but never inspired , and little about it will stay with you .	1
86898	4504	is genial but never inspired , and little about it will stay with you .	1
86899	4504	is genial but never inspired , and little about it will stay with you	1
86900	4504	is genial but never inspired , and little	3
86901	4504	genial but never inspired , and little	1
86902	4504	genial but never inspired , and	2
86903	4504	genial but never inspired ,	2
86904	4504	genial but never inspired	2
86905	4504	genial but	2
86906	4504	never inspired	1
86907	4504	about it will stay with you	3
86908	4504	it will stay with you	3
86909	4504	will stay with you	2
86910	4504	stay with you	2
86911	4505	That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .	3
86912	4505	That old adage about women being unknowable	3
86913	4505	That old adage	2
86914	4505	about women being unknowable	2
86915	4505	women being unknowable	2
86916	4505	being unknowable	2
86917	4505	unknowable	1
86918	4505	gets an exhilarating new interpretation in Morvern Callar .	3
86919	4505	gets an exhilarating new interpretation in Morvern Callar	4
86920	4505	an exhilarating new interpretation in Morvern Callar	4
86921	4505	an exhilarating new interpretation	3
86922	4505	exhilarating new interpretation	3
86923	4505	exhilarating new	4
86924	4505	in Morvern Callar	2
86925	4506	Pray has really done his subject justice .	3
86926	4506	has really done his subject justice .	4
86927	4506	has really done his subject justice	2
86928	4506	has really	2
86929	4506	done his subject justice	3
86930	4506	his subject justice	3
86931	4506	subject justice	2
86932	4507	It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	1
86933	4507	's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	1
86934	4507	's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5	2
86935	4507	a shame the marvelous first 101 minutes have to be combined with the misconceived final 5	1
86936	4507	the marvelous first 101 minutes have to be combined with the misconceived final 5	3
86937	4507	the marvelous first 101 minutes	3
86938	4507	marvelous first 101 minutes	3
86939	4507	marvelous first 101	4
86940	4507	marvelous first	3
86941	4507	have to be combined with the misconceived final 5	2
86942	4507	to be combined with the misconceived final 5	2
86943	4507	be combined with the misconceived final 5	2
86944	4507	combined with the misconceived final 5	1
86945	4507	with the misconceived final 5	2
86946	4507	the misconceived final 5	3
86947	4507	misconceived final 5	1
86948	4507	misconceived final	1
86949	4507	misconceived	1
86950	4508	Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?	1
86951	4508	Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue	1
86952	4508	dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue	1
86953	4508	dealing with dreams , visions or	2
86954	4508	dealing with dreams , visions	2
86955	4508	with dreams , visions	2
86956	4508	dreams , visions	2
86957	4508	dreams ,	3
86958	4508	being told what actually happened as if it were the third ending of Clue	2
86959	4508	told what actually happened as if it were the third ending of Clue	1
86960	4508	what actually happened as if it were the third ending of Clue	2
86961	4508	actually happened as if it were the third ending of Clue	3
86962	4508	happened as if it were the third ending of Clue	2
86963	4508	as if it were the third ending of Clue	2
86964	4508	if it were the third ending of Clue	2
86965	4508	it were the third ending of Clue	2
86966	4508	were the third ending of Clue	2
86967	4508	the third ending of Clue	2
86968	4508	the third ending	2
86969	4508	third ending	2
86970	4508	of Clue	2
86971	4508	Clue	2
86972	4509	As dumb and cheesy as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	3
86973	4509	As dumb and cheesy	1
86974	4509	dumb and cheesy	0
86975	4509	dumb and	1
86976	4509	as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	1
86977	4509	as they may be	2
86978	4509	they may be	2
86979	4509	, the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	1
86980	4509	the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	3
86981	4509	the cartoons	2
86982	4509	look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	2
86983	4509	look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy	1
86984	4509	almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy	3
86985	4509	almost Shakespearean -- both in depth and breadth --	3
86986	4509	Shakespearean -- both in depth and breadth --	3
86987	4509	-- both in depth and breadth --	2
86988	4509	both in depth and breadth --	2
86989	4509	both in depth and breadth	2
86990	4509	in depth and breadth	2
86991	4509	depth and breadth	2
86992	4509	after watching this digital-effects-heavy , supposed family-friendly comedy	1
86993	4509	watching this digital-effects-heavy , supposed family-friendly comedy	1
86994	4509	this digital-effects-heavy , supposed family-friendly comedy	1
86995	4509	digital-effects-heavy , supposed family-friendly comedy	2
86996	4509	digital-effects-heavy	2
86997	4509	, supposed family-friendly comedy	2
86998	4509	supposed family-friendly comedy	2
86999	4509	family-friendly comedy	3
87000	4509	family-friendly	3
87001	4510	One of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .	0
87002	4510	strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .	1
87003	4510	strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends	0
87004	4510	strained caper movies that 's hardly any fun to watch and	1
87005	4510	strained caper movies that 's hardly any fun to watch	0
87006	4510	caper movies that 's hardly any fun to watch	1
87007	4510	caper movies	2
87008	4510	that 's hardly any fun to watch	1
87009	4510	's hardly any fun to watch	1
87010	4510	's hardly	2
87011	4510	any fun to watch	2
87012	4510	begins to vaporize from your memory minutes after it ends	0
87013	4510	to vaporize from your memory minutes after it ends	1
87014	4510	vaporize from your memory minutes after it ends	0
87015	4510	vaporize from your memory minutes	1
87016	4510	vaporize	2
87017	4510	from your memory minutes	2
87018	4510	your memory minutes	2
87019	4510	memory minutes	2
87020	4510	after it ends	2
87021	4510	it ends	2
87022	4511	A well-put-together piece of urban satire .	3
87023	4511	A well-put-together piece of urban satire	3
87024	4511	A well-put-together piece	4
87025	4511	well-put-together piece	4
87026	4511	well-put-together	3
87027	4511	of urban satire	2
87028	4511	urban satire	2
87029	4512	A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .	1
87030	4512	A few zingers aside	3
87031	4512	A few zingers	2
87032	4512	few zingers	2
87033	4512	, the writing is indifferent , and Jordan Brady 's direction is prosaic .	1
87034	4512	the writing is indifferent , and Jordan Brady 's direction is prosaic .	2
87035	4512	the writing is indifferent , and Jordan Brady 's direction is prosaic	1
87036	4512	the writing is indifferent , and	1
87037	4512	the writing is indifferent ,	1
87038	4512	the writing is indifferent	1
87039	4512	is indifferent	2
87040	4512	indifferent	1
87041	4512	Jordan Brady 's direction is prosaic	2
87042	4512	Jordan Brady 's direction	2
87043	4512	Jordan Brady 's	2
87044	4512	Brady 's	2
87045	4512	is prosaic	2
87046	4512	prosaic	2
87047	4513	Deflated ending aside , there 's much to recommend the film .	3
87048	4513	Deflated ending aside	2
87049	4513	ending aside	2
87050	4513	, there 's much to recommend the film .	4
87051	4513	there 's much to recommend the film .	4
87052	4513	's much to recommend the film .	3
87053	4513	's much to recommend the film	3
87054	4513	much to recommend the film	3
87055	4513	to recommend the film	2
87056	4513	recommend the film	3
87057	4514	To call this film a lump of coal would only be to flatter it .	0
87058	4514	To call this film a lump of coal	1
87059	4514	call this film a lump of coal	1
87060	4514	call this film	2
87061	4514	a lump of coal	2
87062	4514	would only be to flatter it .	2
87063	4514	would only be to flatter it	2
87064	4514	would only	2
87065	4514	be to flatter it	2
87066	4514	to flatter it	2
87067	4514	flatter it	3
87068	4514	flatter	3
87069	4515	A weird and wonderful comedy .	4
87070	4515	A weird and wonderful comedy	4
87071	4515	weird and wonderful comedy	4
87072	4515	weird and wonderful	3
87073	4515	weird and	2
87074	4516	Wishy-washy .	1
87075	4517	Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	0
87076	4517	Hypnotically dull , relentlessly downbeat	1
87077	4517	Hypnotically dull ,	1
87078	4517	Hypnotically dull	0
87079	4517	relentlessly downbeat	1
87080	4517	, laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	0
87081	4517	laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	2
87082	4517	laughably predictable wail	2
87083	4517	laughably predictable	2
87084	4517	wail	2
87085	4517	pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	1
87086	4517	pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry	2
87087	4517	to the cadence of a depressed fifteen-year-old 's suicidal poetry	0
87088	4517	the cadence of a depressed fifteen-year-old 's suicidal poetry	1
87089	4517	the cadence	2
87090	4517	cadence	2
87091	4517	of a depressed fifteen-year-old 's suicidal poetry	1
87092	4517	a depressed fifteen-year-old 's suicidal poetry	1
87093	4517	a depressed fifteen-year-old 's	2
87094	4517	depressed fifteen-year-old 's	1
87095	4517	depressed	1
87096	4517	fifteen-year-old 's	2
87097	4517	fifteen-year-old	2
87098	4517	suicidal poetry	2
87099	4517	suicidal	1
87100	4518	Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . '	1
87101	4518	Writer-director Stephen Gaghan	2
87102	4518	Stephen Gaghan	2
87103	4518	has made the near-fatal mistake of being what the English call ` too clever by half . '	1
87104	4518	has made the near-fatal mistake of being what the English call ` too clever by half .	0
87105	4518	has made the near-fatal mistake of being what the English call ` too clever by half	2
87106	4518	made the near-fatal mistake of being what the English call ` too clever by half	1
87107	4518	the near-fatal mistake of being what the English call ` too clever by half	1
87108	4518	the near-fatal mistake	2
87109	4518	near-fatal mistake	0
87110	4518	near-fatal	2
87111	4518	of being what the English call ` too clever by half	2
87112	4518	being what the English call ` too clever by half	2
87113	4518	what the English call ` too clever by half	1
87114	4518	the English call ` too clever by half	3
87115	4518	the English	2
87116	4518	call ` too clever by half	2
87117	4518	call ` too clever	2
87118	4518	` too clever	2
87119	4519	A compelling pre-WWII drama with vivid characters and a warm , moving message .	4
87120	4519	A compelling pre-WWII drama with vivid characters and a warm , moving message	3
87121	4519	A compelling pre-WWII drama	3
87122	4519	compelling pre-WWII drama	4
87123	4519	pre-WWII drama	2
87124	4519	pre-WWII	2
87125	4519	with vivid characters and a warm , moving message	4
87126	4519	vivid characters and a warm , moving message	4
87127	4519	vivid characters and	3
87128	4519	vivid characters	3
87129	4519	a warm , moving message	3
87130	4519	warm , moving message	3
87131	4519	warm , moving	3
87132	4520	If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	2
87133	4520	If there 's one big point to Promises	2
87134	4520	there 's one big point to Promises	2
87135	4520	's one big point to Promises	2
87136	4520	one big point to Promises	2
87137	4520	one big point	2
87138	4520	big point	2
87139	4520	to Promises	2
87140	4520	, it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	2
87141	4520	it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	2
87142	4520	's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	2
87143	4520	's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other	2
87144	4520	that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other	2
87145	4520	nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other	2
87146	4520	can change while physical and psychological barriers keep the sides from speaking even one word to each other	2
87147	4520	change while physical and psychological barriers keep the sides from speaking even one word to each other	2
87148	4520	while physical and psychological barriers keep the sides from speaking even one word to each other	2
87149	4520	physical and psychological barriers keep the sides from speaking even one word to each other	2
87150	4520	physical and psychological barriers	2
87151	4520	and psychological barriers	2
87152	4520	psychological barriers	2
87153	4520	keep the sides from speaking even one word to each other	2
87154	4520	keep the sides	2
87155	4520	the sides	2
87156	4520	from speaking even one word to each other	2
87157	4520	speaking even one word to each other	2
87158	4520	speaking even one word	2
87159	4520	even one word	2
87160	4521	is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '	0
87161	4521	is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot .	1
87162	4521	is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot	1
87163	4521	is never quite able	1
87164	4521	quite able	3
87165	4521	to overcome the cultural moat surrounding its ludicrous and contrived plot	1
87166	4521	overcome the cultural moat surrounding its ludicrous and contrived plot	1
87167	4521	the cultural moat surrounding its ludicrous and contrived plot	0
87168	4521	the cultural moat	2
87169	4521	cultural moat	2
87170	4521	moat	2
87171	4521	surrounding its ludicrous and contrived plot	0
87172	4521	its ludicrous and contrived plot	1
87173	4521	ludicrous and contrived plot	0
87174	4521	ludicrous and contrived	0
87175	4521	ludicrous and	1
87176	4522	Savvy director Robert J. Siegel and his co-writers keep the story subtle and us in suspense .	3
87177	4522	Savvy director Robert J. Siegel and his co-writers	3
87178	4522	Savvy director Robert J. Siegel and	4
87179	4522	Savvy director Robert J. Siegel	2
87180	4522	his co-writers	2
87181	4522	keep the story subtle and us in suspense .	2
87182	4522	keep the story subtle and us in suspense	3
87183	4522	the story subtle and us in suspense	3
87184	4522	the story subtle and	2
87185	4522	the story subtle	2
87186	4522	us in suspense	2
87187	4522	in suspense	2
87188	4523	The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .	1
87189	4523	The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal	0
87190	4523	The script has less spice than a rat burger and	0
87191	4523	The script has less spice than a rat burger	1
87192	4523	has less spice than a rat burger	0
87193	4523	has less spice	2
87194	4523	less spice	2
87195	4523	spice	3
87196	4523	than a rat burger	2
87197	4523	a rat burger	2
87198	4523	rat burger	2
87199	4523	rat	2
87200	4523	The Rock 's fighting skills are more in line with Steven Seagal	3
87201	4523	The Rock 's fighting skills	2
87202	4523	The Rock 's	2
87203	4523	fighting skills	2
87204	4523	are more in line with Steven Seagal	2
87205	4523	are more in line	2
87206	4523	more in line	2
87207	4523	in line	2
87208	4523	with Steven Seagal	3
87209	4524	Sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .	2
87210	4524	Sensitively	2
87211	4524	examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .	3
87212	4524	examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do	3
87213	4524	examines general issues of race and justice among the poor , and	1
87214	4524	examines general issues of race and justice among the poor ,	2
87215	4524	examines general issues of race and justice among the poor	2
87216	4524	examines general issues of race and justice	2
87217	4524	general issues of race and justice	2
87218	4524	general issues	2
87219	4524	of race and justice	2
87220	4524	race and justice	2
87221	4524	race and	2
87222	4524	among the poor	2
87223	4524	the poor	2
87224	4524	specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do	2
87225	4524	raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do	2
87226	4524	raises serious questions about the death penalty and	2
87227	4524	raises serious questions about the death penalty	2
87228	4524	raises serious questions	1
87229	4524	serious questions	2
87230	4524	about the death penalty	2
87231	4524	the death penalty	1
87232	4524	death penalty	1
87233	4524	penalty	2
87234	4524	asks what good the execution of a mentally challenged woman could possibly do	2
87235	4524	what good the execution of a mentally challenged woman could possibly do	1
87236	4524	good the execution of a mentally challenged woman could possibly do	3
87237	4524	good the execution of a mentally challenged woman	2
87238	4524	good the execution	3
87239	4524	of a mentally challenged woman	2
87240	4524	a mentally challenged woman	2
87241	4524	mentally challenged woman	2
87242	4524	mentally challenged	2
87243	4524	could possibly do	2
87244	4525	In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	3
87245	4525	In The Pianist	3
87246	4525	, Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	2
87247	4525	Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	3
87248	4525	Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way	3
87249	4525	Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and	2
87250	4525	Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions ,	2
87251	4525	Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions	3
87252	4525	is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions	2
87253	4525	saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions	2
87254	4525	what he has long wanted to say , confronting the roots of his own preoccupations and obsessions	2
87255	4525	he has long wanted to say , confronting the roots of his own preoccupations and obsessions	2
87256	4525	has long wanted to say , confronting the roots of his own preoccupations and obsessions	2
87257	4525	has long	2
87258	4525	wanted to say , confronting the roots of his own preoccupations and obsessions	2
87259	4525	wanted to say ,	2
87260	4525	wanted to say	2
87261	4525	confronting the roots of his own preoccupations and obsessions	2
87262	4525	the roots of his own preoccupations and obsessions	2
87263	4525	the roots	2
87264	4525	of his own preoccupations and obsessions	2
87265	4525	his own preoccupations and obsessions	3
87266	4525	own preoccupations and obsessions	2
87267	4525	preoccupations and obsessions	2
87268	4525	preoccupations and	2
87269	4525	preoccupations	2
87270	4525	obsessions	2
87271	4525	he allows nothing to get in the way	3
87272	4525	allows nothing to get in the way	2
87273	4525	allows nothing	1
87274	4525	to get in the way	1
87275	4525	get in the way	1
87276	4526	I felt trapped and with no obvious escape for the entire 100 minutes .	1
87277	4526	felt trapped and with no obvious escape for the entire 100 minutes .	1
87278	4526	felt trapped and with no obvious escape for the entire 100 minutes	0
87279	4526	felt trapped and with no obvious escape	1
87280	4526	trapped and with no obvious escape	2
87281	4526	trapped and	1
87282	4526	with no obvious escape	1
87283	4526	no obvious escape	1
87284	4526	obvious escape	2
87285	4526	for the entire 100 minutes	2
87286	4526	the entire 100 minutes	2
87287	4526	entire 100 minutes	2
87288	4527	The action quickly sinks into by-the-numbers territory .	1
87289	4527	quickly sinks into by-the-numbers territory .	1
87290	4527	sinks into by-the-numbers territory .	1
87291	4527	sinks into by-the-numbers territory	1
87292	4527	into by-the-numbers territory	1
87293	4527	by-the-numbers territory	2
87294	4528	Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .	3
87295	4528	is a shaky , uncertain film that nevertheless touches a few raw nerves .	1
87296	4528	is a shaky , uncertain film that nevertheless touches a few raw nerves	1
87297	4528	a shaky , uncertain film that nevertheless touches a few raw nerves	2
87298	4528	a shaky , uncertain film	1
87299	4528	shaky , uncertain film	1
87300	4528	shaky	1
87301	4528	, uncertain film	1
87302	4528	uncertain film	2
87303	4528	that nevertheless touches a few raw nerves	3
87304	4528	nevertheless touches a few raw nerves	2
87305	4528	touches a few raw nerves	2
87306	4528	a few raw nerves	2
87307	4528	few raw nerves	2
87308	4528	raw nerves	2
87309	4529	At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	3
87310	4529	, when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	4
